EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate,JoiningAge
289,13,25,10,10,KGID100289,Prakash Joshi,1999-04-13,1,4,0,2025-07-20,26
290,13,25,8,4,KGID100290,Yogesh Swamy,1980-03-04,1,8,0,2002-12-17,22
291,13,25,7,6,KGID100291,Girish Nayak,1982-07-01,1,3,0,2005-05-26,22
292,13,25,8,4,KGID100292,Vishwanath Iyer,1981-01-11,1,7,0,2004-03-18,23
293,13,25,7,6,KGID100293,Parashuram Hiremath,1987-01-05,1,3,0,2011-05-21,24
294,13,25,6,5,KGID100294,Ratna Hegde,1982-12-09,2,7,0,2008-11-07,25
295,13,25,10,10,KGID100295,Kumar Nayak,1994-03-13,1,5,0,2016-07-30,22
296,13,25,10,10,KGID100296,Nandini Naik,1989-07-05,2,1,0,2009-08-19,20
297,13,25,13,2,KGID100297,Vijaya Kumar Iyer,1999-04-15,1,1,0,2024-06-14,25
298,13,25,7,6,KGID100298,Devendra Kamath,1978-05-09,1,7,0,1998-11-22,20
299,13,25,10,10,KGID100299,Muralidhar Hegde,1990-06-11,1,1,0,2010-09-23,20
300,13,25,13,11,KGID100300,Muralidhar Hegde,2000-05-26,1,2,0,2024-05-10,23
301,14,26,7,6,KGID100301,Channabasappa Bhat,1984-05-21,1,1,0,2007-07-23,23
302,14,26,8,4,KGID100302,Harish Sindhe,1980-04-13,1,7,0,2005-06-23,25
303,14,26,7,6,KGID100303,Naveen Mudakavi,1986-10-02,1,3,0,2012-04-09,25
304,14,26,9,2,KGID100304,Raju Aithal,1994-10-18,1,7,0,2019-08-15,24
305,14,26,9,2,KGID100305,Santosh Rao,1988-11-11,1,7,0,2010-05-25,21
306,14,26,8,4,KGID100306,Raju Hegde,1990-03-28,1,4,0,2014-02-11,23
307,14,26,10,10,KGID100307,Padma Hiremath,1999-01-10,2,5,0,2025-10-21,26
308,14,26,13,2,KGID100308,Anitha Shetty,2004-07-17,2,7,0,2024-07-19,20
309,14,26,10,10,KGID100309,Puneeth Kalburgi,1990-07-30,1,1,0,2015-02-21,24
310,14,26,8,4,KGID100310,Mahesh Pujari,1987-06-20,1,3,0,2011-09-26,24
311,16,27,7,6,KGID100311,Basavaraj Mudakavi,1982-03-31,1,1,0,2002-07-29,20
312,16,27,6,5,KGID100312,Girish Gowda,1982-05-31,1,1,0,2003-05-23,20
313,16,27,13,2,KGID100313,Ravindra Naik,2001-05-02,1,3,0,2023-06-30,22
314,16,27,13,2,KGID100314,Siddaraju Hiremath,1995-09-10,1,1,0,2016-05-16,20
315,16,27,8,4,KGID100315,Ravindra Setty,1987-06-08,1,7,1,2012-05-12,24
316,16,27,6,5,KGID100316,Krishna Murthy Shetty,1977-01-27,1,5,0,2000-04-07,23
317,16,27,10,10,KGID100317,Yogesh Hegde,1997-12-26,1,5,0,2023-06-01,25
318,16,27,6,5,KGID100318,Gopal Aithal,1976-07-09,1,7,0,1999-08-08,23
319,16,27,7,6,KGID100319,Vishwanath Kamath,1988-01-23,1,7,0,2009-06-15,21
320,16,27,10,10,KGID100320,Raghavendra Bhat,1994-04-19,1,1,0,2020-01-17,25
321,16,27,8,4,KGID100321,Ramesh Biradar,1980-08-10,1,7,0,2001-01-23,20
322,16,27,7,6,KGID100322,Mahesh Iyer,1984-12-28,1,1,0,2008-01-22,23
323,16,27,13,11,KGID100323,Siddaraju Nayak,1999-12-05,1,7,0,2025-01-10,25
324,16,27,6,5,KGID100324,Anand Kalburgi,1982-04-01,1,7,0,2004-08-06,22
325,16,27,10,10,KGID100325,Lokesh Patil,1998-06-19,1,1,0,2019-08-22,21
326,28,28,10,10,KGID100326,Ashok Kamath,1993-01-26,1,3,0,2019-05-06,26
327,28,28,7,6,KGID100327,Parashuram Shetty,1978-02-27,1,2,0,2005-02-15,26
328,28,28,8,4,KGID100328,Prakash Kamath,1988-01-29,1,3,0,2011-10-12,23
329,28,28,6,5,KGID100329,Sowmya Patil,1976-10-21,2,3,0,2002-07-23,25
330,28,28,8,4,KGID100330,Vinay Hiremath,1991-04-07,1,7,0,2012-07-11,21
331,28,28,7,6,KGID100331,Srinivas Sindhe,1984-06-22,1,7,0,2004-07-20,20
332,28,28,10,10,KGID100332,Puneeth Kalburgi,1994-07-03,1,3,0,2016-04-16,21
333,28,28,10,10,KGID100333,Ashok Bhat,1998-04-23,1,1,0,2020-09-07,22
334,28,28,8,4,KGID100334,Prakash Kulkarni,1984-01-02,1,3,0,2008-08-28,24
335,28,28,8,4,KGID100335,Suresh Biradar,1983-03-26,1,7,0,2008-12-22,25
336,28,28,13,2,KGID100336,Yogesh Poojary,1999-10-11,1,1,0,2024-03-17,24
337,28,28,6,5,KGID100337,Meenakshi Joshi,1980-07-02,2,7,0,2007-02-22,26
338,28,28,8,4,KGID100338,Prakash Setty,1981-03-30,1,5,0,2003-12-23,22
339,31,29,10,10,KGID100339,Yashoda Joshi,1988-05-02,2,7,0,2009-08-26,21
340,31,29,10,10,KGID100340,Girija Kamath,1992-05-17,2,1,0,2016-08-15,24
341,31,29,6,5,KGID100341,Ramesh Deshpande,1981-07-21,1,7,0,2006-03-16,24
342,31,29,8,4,KGID100342,Mahesh Bhat,1989-02-14,1,7,0,2009-02-20,20
343,31,29,10,10,KGID100343,Radha Deshpande,1995-08-02,2,3,0,2021-02-13,25
344,31,29,8,4,KGID100344,Anand Poojary,1984-09-06,1,7,0,2008-07-29,23
345,31,29,10,10,KGID100345,Parashuram Aithal,1992-04-30,1,1,0,2015-09-29,23
346,31,29,10,10,KGID100346,Yashoda Setty,1988-10-12,2,7,0,2009-01-08,20
347,31,29,13,11,KGID100347,Devendra Kulkarni,2004-03-26,1,7,0,2025-08-31,21
348,31,29,10,10,KGID100348,Nagaraj Joshi,1997-04-11,1,3,0,2019-03-26,21
349,31,29,6,5,KGID100349,Narasimha Biradar,1976-12-30,1,3,0,1998-07-24,21
350,31,29,13,11,KGID100350,Vijaya Kumar Sindhe,1995-08-29,1,1,0,2022-08-08,26
351,31,29,9,2,KGID100351,Vijaya Kumar Biradar,1994-06-05,1,1,0,2014-11-22,20
352,2,30,10,10,KGID100352,Puneeth Achar,1991-11-24,1,6,0,2016-12-02,25
353,2,30,6,5,KGID100353,Prasanna Yadav,1981-04-25,1,7,0,2005-04-10,23
354,2,30,7,6,KGID100354,Mahesh Rao,1978-10-24,1,3,0,2005-06-25,26
355,2,30,9,2,KGID100355,Shivakumar Naik,1987-09-26,1,2,0,2010-12-31,23
356,2,30,7,6,KGID100356,Muralidhar Math,1987-02-23,1,7,0,2013-09-07,26
357,2,30,13,2,KGID100357,Manjunath Yadav,2000-01-13,1,3,0,2022-04-12,22
358,2,30,9,2,KGID100358,Basavaraj Joshi,1995-08-06,1,7,0,2020-09-17,25
359,2,30,8,4,KGID100359,Byrappa Halli,1984-11-05,1,5,0,2008-07-31,23
360,2,30,9,2,KGID100360,Mallikarjuna Bhat,1984-07-13,1,1,0,2009-04-25,24
361,2,30,8,4,KGID100361,Nagaveni Shetty,1989-04-12,2,3,0,2015-07-13,26
362,3,31,8,4,KGID100362,Kiran Pujari,1981-05-17,3,7,0,2008-03-10,26
363,3,31,7,6,KGID100363,Yogesh Nayaka,1980-01-10,1,3,0,2004-06-18,24
364,3,31,13,11,KGID100364,Shivakumar Patil,2003-12-26,1,7,0,2024-03-05,20
365,3,31,10,10,KGID100365,Prema Shetty,1997-01-12,2,1,0,2022-09-11,25
366,3,31,10,10,KGID100366,Muralidhar Iyer,1995-08-09,1,7,0,2016-08-28,21
367,3,31,9,2,KGID100367,Byrappa Patil,1984-11-21,1,8,0,2011-11-06,26
368,3,31,9,2,KGID100368,Pushpa Devadiga,1991-02-15,2,3,0,2013-09-10,22
369,3,31,10,10,KGID100369,Prakash Swamy,1988-11-07,1,7,0,2015-05-11,26
370,3,31,13,11,KGID100370,Srinivas Rao,1996-10-09,1,3,0,2016-12-31,20
371,3,31,10,10,KGID100371,Siddaraju Kalburgi,1997-01-20,1,7,0,2023-09-08,26
372,3,31,6,5,KGID100372,Muralidhar Joshi,1976-10-01,1,3,0,1999-12-25,23
373,3,31,9,2,KGID100373,Rajesh Rao,1987-06-14,1,1,0,2009-06-22,22
374,3,31,8,4,KGID100374,Bhagya Angadi,1981-04-07,2,4,0,2006-07-15,25
375,6,32,6,5,KGID100375,Ramesh Setty,1981-09-03,1,3,0,2003-07-02,21
376,6,32,9,2,KGID100376,Rajesh Joshi,1986-09-04,1,3,0,2009-04-02,22
377,6,32,9,2,KGID100377,Shivakumar Gowda,1984-09-14,1,4,0,2008-07-04,23
378,6,32,10,10,KGID100378,Byrappa Patil,1991-09-21,1,3,0,2014-02-14,22
379,6,32,9,2,KGID100379,Mahadevappa Kamath,1985-03-11,1,1,0,2008-02-04,22
380,6,32,8,4,KGID100380,Nagaveni Naik,1982-01-06,2,7,0,2007-06-12,25
381,6,32,9,2,KGID100381,Rekha Deshpande,1992-01-12,2,7,0,2017-01-23,25
382,6,32,13,2,KGID100382,Vijaya Kumar Poojary,1997-08-18,1,3,0,2020-04-28,22
383,6,32,9,2,KGID100383,Channabasappa Kulkarni,1990-04-27,1,2,0,2015-10-09,25
384,6,32,9,2,KGID100384,Lokesh Aithal,1984-02-12,1,3,0,2006-06-19,22
385,6,32,6,5,KGID100385,Geetha Biradar,1982-12-02,2,4,0,2004-08-09,21
386,6,32,8,4,KGID100386,Gopal Bhat,1988-02-05,1,3,0,2011-11-17,23
387,6,32,7,6,KGID100387,Prakash Gowda,1978-05-03,1,3,0,2001-03-17,22
388,6,32,8,4,KGID100388,Girish Mudakavi,1988-11-21,1,7,0,2014-12-30,26
389,6,32,13,11,KGID100389,Anand Nayaka,2004-10-25,1,1,0,2025-04-29,20
390,23,33,8,4,KGID100390,Rajesh Swamy,1986-02-21,1,5,0,2007-04-09,21
391,23,33,6,5,KGID100391,Raju Nayaka,1979-12-11,1,3,0,2005-08-27,25
392,23,33,8,4,KGID100392,Vijaya Kumar Kalburgi,1984-01-29,1,1,0,2010-04-28,26
393,23,33,8,4,KGID100393,Ravindra Hiremath,1990-10-01,1,7,0,2014-12-20,24
394,23,33,10,10,KGID100394,Deepa Patil,1996-10-27,2,7,1,2020-11-14,24
395,23,33,7,6,KGID100395,Muralidhar Bhat,1982-05-29,1,2,0,2006-09-29,24
396,23,33,6,5,KGID100396,Shankar Nayak,1982-08-26,1,3,0,2007-01-05,24
397,23,33,13,2,KGID100397,Srinivas Devadiga,2004-03-03,1,7,0,2024-04-21,20
398,23,33,8,4,KGID100398,Prasanna Math,1985-03-01,1,7,0,2006-03-16,21
399,23,33,13,2,KGID100399,Mahesh Kulkarni,2005-07-19,1,7,0,2025-09-08,20
400,23,33,7,6,KGID100400,Shwetha Chavan,1978-04-05,2,1,0,2001-08-28,23
401,23,33,6,5,KGID100401,Geetha Patil,1978-08-20,2,7,0,2001-03-20,22
402,23,33,6,5,KGID100402,Bhagya Kulkarni,1982-02-13,2,3,0,2004-09-19,22
403,23,33,7,6,KGID100403,Parashuram Halli,1981-03-14,1,7,0,2007-09-21,26
404,23,33,8,4,KGID100404,Shivakumar Angadi,1980-07-01,1,7,0,2006-09-14,26
405,20,34,13,11,KGID100405,Muralidhar Math,1999-01-25,1,1,0,2023-02-02,24
406,20,34,6,5,KGID100406,Mallikarjuna Setty,1979-07-26,1,8,0,2005-07-01,25
407,20,34,10,10,KGID100407,Puneeth Naidu,1989-08-05,1,3,0,2013-09-16,24
408,20,34,10,10,KGID100408,Ramesh Achar,1987-10-18,1,3,0,2011-11-08,24
409,20,34,13,2,KGID100409,Bhagya Rao,2003-11-17,2,3,0,2025-03-14,21
410,20,34,10,10,KGID100410,Vishwanath Sindhe,1998-06-17,1,1,0,2022-01-24,23
411,20,34,10,10,KGID100411,Vinay Angadi,1993-08-28,1,1,0,2013-10-14,20
412,20,34,7,6,KGID100412,Prasanna Urs,1978-09-09,1,7,0,2001-05-21,22
413,20,34,10,10,KGID100413,Prasanna Halli,2001-04-03,1,7,0,2024-09-13,23
414,20,34,13,2,KGID100414,Prasanna Nayaka,2002-07-25,1,3,0,2025-01-16,22
415,20,34,8,4,KGID100415,Shankar Devadiga,1980-01-04,1,1,0,2000-05-08,20
416,20,34,10,10,KGID100416,Shivakumar Angadi,1988-04-23,1,1,0,2013-10-07,25
417,20,34,7,6,KGID100417,Siddaraju Nayak,1980-12-09,1,8,1,2006-09-30,25
418,20,34,6,5,KGID100418,Krishna Murthy Poojary,1977-10-06,1,7,0,2001-06-17,23
419,30,35,10,10,KGID100419,Raghavendra Iyer,1994-12-26,1,3,0,2019-12-09,24
420,30,35,9,2,KGID100420,Parashuram Swamy,1996-05-18,1,3,0,2020-03-16,23
421,30,35,10,10,KGID100421,Venkatesh Aithal,1992-09-08,1,7,0,2013-12-14,21
422,30,35,8,4,KGID100422,Yashoda Reddy,1981-05-01,2,7,0,2006-01-27,24
423,30,35,10,10,KGID100423,Ramesh Nayaka,1987-10-30,1,1,0,2010-05-28,22
424,30,35,6,5,KGID100424,Santosh Yadav,1981-03-17,1,1,0,2007-06-01,26
425,30,35,9,2,KGID100425,Shivakumar Setty,1990-07-13,1,7,0,2013-02-23,22
426,30,35,8,4,KGID100426,Prakash Biradar,1980-03-06,1,3,0,2006-02-03,25
427,30,35,10,10,KGID100427,Roopa Setty,2001-07-20,2,7,0,2023-10-26,22
428,30,35,10,10,KGID100428,Santosh Sindhe,1992-09-23,1,1,0,2013-12-26,21
429,30,35,8,4,KGID100429,Kavya Mudakavi,1979-11-11,2,3,0,2000-05-17,20
430,30,35,8,4,KGID100430,Mahadevappa Bhat,1987-07-28,1,1,0,2010-03-17,22
431,30,35,6,5,KGID100431,Prasanna Joshi,1979-11-23,1,1,0,2006-09-05,26
432,17,36,8,4,KGID100432,Manjula Angadi,1983-06-27,2,5,0,2010-03-05,26
433,17,36,10,10,KGID100433,Sunil Aithal,1997-08-22,1,2,0,2020-02-02,22
434,17,36,13,2,KGID100434,Ashok Naidu,1996-08-29,1,7,0,2016-10-21,20
435,17,36,8,4,KGID100435,Jyothi Yadav,1981-02-17,2,5,0,2004-04-10,23
436,17,36,13,2,KGID100436,Manjunath Aithal,1999-11-06,1,7,0,2024-06-15,24
437,17,36,13,11,KGID100437,Venkatesh Urs,2004-05-01,1,7,0,2025-03-12,20
438,17,36,7,6,KGID100438,Byrappa Bhat,1981-09-03,1,1,0,2007-10-03,26
439,17,36,6,5,KGID100439,Prasanna Hegde,1984-04-30,1,5,0,2010-08-30,26
440,17,36,9,2,KGID100440,Anand Naik,1990-09-10,1,3,0,2014-04-13,23
441,17,36,6,5,KGID100441,Nagaraj Joshi,1982-10-05,1,7,0,2003-09-23,20
442,17,36,9,2,KGID100442,Halappa Naik,1993-12-16,1,3,0,2017-06-30,23
443,17,36,8,4,KGID100443,Dinesh Hiremath,1983-03-02,1,7,1,2008-05-07,25
444,17,36,13,11,KGID100444,Dinesh Urs,2005-07-23,1,7,0,2026-04-19,20
445,17,36,10,10,KGID100445,Krishna Murthy Setty,1990-11-09,1,7,0,2012-01-25,21
446,5,37,8,8,KGID100446,Channabasappa Hegde,1982-07-04,1,3,0,2009-04-04,26
447,5,37,7,4,KGID100447,Halappa Naidu,1978-11-25,1,1,0,2001-05-20,22
448,5,37,8,8,KGID100448,Parashuram Bhat,1984-02-13,1,5,0,2009-01-09,24
449,5,37,8,4,KGID100449,Chaya Iyer,1989-07-27,2,7,0,2011-11-25,22
450,5,37,13,2,KGID100450,Narasimha Patil,1997-12-03,1,1,0,2021-05-29,23
451,5,38,13,11,KGID100451,Nagaraj Naik,1997-04-18,1,7,0,2020-02-27,22
452,5,38,13,2,KGID100452,Umesh Halli,1998-09-28,1,7,0,2019-10-11,21
453,5,38,9,2,KGID100453,Girish Chavan,1985-10-02,1,3,0,2011-02-21,25
454,5,38,8,4,KGID100454,Siddaraju Nayak,1981-03-31,1,3,0,2008-02-02,26
455,5,38,10,11,KGID100455,Narasimha Setty,1998-11-22,1,1,0,2020-12-06,22
456,5,38,7,8,KGID100456,Manjunath Shetty,1980-01-29,1,8,0,2003-09-20,23
457,5,38,13,11,KGID100457,Jyothi Biradar,2001-03-14,2,3,0,2025-12-11,24
458,5,39,10,2,KGID100458,Narasimha Halli,1997-11-05,1,7,1,2021-04-28,23
459,5,39,8,8,KGID100459,Venkatesh Bhat,1988-06-20,1,1,0,2013-05-09,24
460,5,39,13,2,KGID100460,Byrappa Halli,2001-12-26,1,3,0,2024-02-17,22
461,5,39,13,11,KGID100461,Nagaveni Swamy,2005-03-23,2,1,0,2025-05-22,20
462,5,39,7,4,KGID100462,Halappa Aithal,1985-11-08,1,7,0,2009-09-04,23
463,5,40,13,11,KGID100463,Shankar Swamy,2001-12-28,1,3,0,2023-10-17,21
464,5,40,8,8,KGID100464,Jyothi Nayak,1981-10-02,2,1,0,2002-01-22,20
465,5,40,13,11,KGID100465,Prema Shetty,1999-05-12,2,7,0,2023-06-24,24
466,5,40,13,11,KGID100466,Byrappa Mudakavi,1997-08-24,1,4,0,2019-06-23,21
467,5,40,7,8,KGID100467,Naveen Patil,1982-04-05,1,3,0,2008-11-30,26
468,5,40,13,11,KGID100468,Ramesh Gowda,2004-03-02,1,5,0,2025-07-06,21
469,5,40,7,8,KGID100469,Sunil Patil,1984-08-12,1,1,0,2011-01-14,26
470,5,40,8,8,KGID100470,Byrappa Kalburgi,1982-12-27,1,7,0,2007-06-26,24
471,22,41,8,8,KGID100471,Mahadevappa Kalburgi,1982-11-26,1,7,0,2005-04-26,22
472,22,41,13,11,KGID100472,Siddaraju Kalburgi,2001-12-10,1,7,0,2023-01-25,21
473,22,41,10,11,KGID100473,Basavaraj Bhat,1990-07-03,1,3,0,2012-01-13,21
474,22,41,7,4,KGID100474,Rajesh Kalburgi,1985-01-22,1,7,0,2005-11-24,20
475,22,41,13,11,KGID100475,Rekha Nayaka,2005-04-27,2,3,0,2025-12-02,20
476,22,41,10,11,KGID100476,Sunil Naidu,1990-04-02,1,7,0,2014-06-21,24
477,22,41,7,8,KGID100477,Priya Nayaka,1982-02-01,3,1,0,2007-08-16,25
478,22,41,7,8,KGID100478,Chandrashekar Devadiga,1979-10-07,1,3,0,2002-03-27,22
479,22,42,8,8,KGID100479,Kumar Reddy,1983-06-07,1,7,0,2007-07-08,24
480,22,42,10,2,KGID100480,Vishwanath Halli,1992-03-22,1,7,0,2017-10-28,25
481,22,42,13,2,KGID100481,Ravindra Yadav,1997-09-30,1,1,0,2023-10-08,26
482,22,42,8,4,KGID100482,Parashuram Yadav,1988-02-19,1,3,0,2011-08-12,23
483,22,42,13,2,KGID100483,Anand Joshi,2000-06-18,1,2,0,2024-09-11,24
484,11,43,13,11,KGID100484,Ganesh Urs,2001-11-13,1,2,0,2023-03-08,21
485,11,43,13,2,KGID100485,Shankar Gowda,2003-06-02,1,7,0,2023-07-07,20
486,11,43,7,8,KGID100486,Girija Poojary,1982-09-17,2,8,0,2005-05-21,22
487,11,43,8,8,KGID100487,Muralidhar Shetty,1982-05-27,1,3,0,2003-02-15,20
488,11,43,13,2,KGID100488,Anand Gowda,1998-05-27,1,1,0,2024-02-10,25
489,11,43,10,11,KGID100489,Prasanna Yadav,1995-09-18,1,3,0,2022-01-21,26
490,11,44,8,8,KGID100490,Sunil Kalburgi,1985-04-14,1,3,0,2009-04-01,23
491,11,44,8,8,KGID100491,Sowmya Mudakavi,1981-04-05,2,7,0,2007-05-20,26
492,11,44,13,2,KGID100492,Girija Nayak,2002-11-26,2,8,0,2023-02-19,20
493,11,44,10,11,KGID100493,Vinay Patil,1995-11-21,1,7,0,2018-03-23,22
494,11,44,13,2,KGID100494,Sunil Yadav,2003-12-08,1,3,0,2025-04-14,21
495,11,44,8,4,KGID100495,Rathnamma Joshi,1982-04-21,2,3,0,2007-02-03,24
496,11,44,13,11,KGID100496,Vijaya Kumar Deshpande,2004-01-12,1,3,0,2025-08-31,21
497,4,45,13,2,KGID100497,Yashoda Aithal,2004-05-04,2,7,0,2025-08-23,21
498,4,45,10,2,KGID100498,Mallikarjuna Sindhe,1994-01-24,1,3,0,2019-11-14,25
499,4,45,8,4,KGID100499,Basavaraj Urs,1987-08-26,1,1,0,2010-08-13,22
500,4,45,8,4,KGID100500,Sujatha Nayaka,1983-10-24,2,7,0,2003-11-01,20
501,4,45,9,3,KGID100501,Chandrashekar Naidu,1996-08-26,1,7,0,2020-01-26,23
502,4,45,9,3,KGID100502,Halappa Joshi,1985-05-04,1,7,0,2005-05-16,20
503,4,45,10,2,KGID100503,Ashok Nayak,1987-10-27,1,8,0,2010-07-28,22
504,4,45,9,3,KGID100504,Vishwanath Mudakavi,1990-09-09,1,4,0,2016-07-24,25
505,19,46,9,3,KGID100505,Sunil Angadi,1995-06-13,1,3,0,2018-11-11,23
506,19,46,8,4,KGID100506,Umesh Gowda,1989-02-03,1,7,0,2011-09-26,22
507,19,46,13,11,KGID100507,Ramesh Hiremath,2004-12-17,1,1,0,2025-10-13,20
508,19,46,10,2,KGID100508,Chandrashekar Yadav,1998-08-31,1,1,0,2022-03-06,23
509,19,46,11,2,KGID100509,Channabasappa Iyer,1993-08-07,1,3,0,2018-12-18,25
510,19,46,9,3,KGID100510,Ashok Iyer,1996-09-04,1,7,0,2020-07-11,23
511,19,46,9,3,KGID100511,Shivakumar Aithal,1997-10-27,1,3,0,2018-01-25,20
512,8,47,9,3,KGID100512,Harish Kamath,1997-11-17,1,7,0,2019-05-06,21
513,8,47,9,3,KGID100513,Mahesh Rao,1986-07-14,1,3,0,2008-08-18,22
514,8,47,11,11,KGID100514,Mahadevappa Naidu,2000-03-20,1,3,0,2023-03-21,23
515,8,47,9,3,KGID100515,Mallikarjuna Urs,1998-04-17,1,3,0,2021-05-29,23
516,8,47,9,3,KGID100516,Meenakshi Reddy,1995-09-09,2,3,0,2020-09-23,25
517,24,48,9,3,KGID100517,Sowmya Mudakavi,1984-08-23,2,3,0,2005-10-14,21
518,24,48,9,3,KGID100518,Lokesh Halli,1992-03-26,1,7,0,2012-04-11,20
519,24,48,13,2,KGID100519,Devendra Rao,2002-11-13,1,1,0,2023-10-25,20
520,24,48,13,2,KGID100520,Prasanna Joshi,2004-05-22,1,7,0,2025-09-13,21
521,24,48,9,3,KGID100521,Ganesh Shetty,1992-01-27,1,3,0,2017-03-29,25
522,24,48,9,3,KGID100522,Umesh Joshi,1991-04-23,1,3,0,2015-07-21,24
523,26,49,13,2,KGID100523,Ganesh Hiremath,2003-10-28,1,3,0,2024-06-09,20
524,26,49,11,11,KGID100524,Anand Hegde,2001-07-17,1,7,0,2026-01-13,24
525,26,49,10,2,KGID100525,Mahesh Aithal,1990-11-17,1,3,0,2017-08-19,26
526,26,49,8,4,KGID100526,Krishna Murthy Shetty,1981-06-27,1,2,0,2001-08-27,20
527,26,49,8,4,KGID100527,Mallikarjuna Yadav,1981-01-14,1,1,0,2006-09-15,25
528,26,49,13,2,KGID100528,Devendra Rao,2001-08-25,1,3,0,2024-09-28,23
529,26,49,10,2,KGID100529,Yogesh Nayaka,1988-08-01,1,1,0,2009-06-07,20
530,26,49,9,3,KGID100530,Chandrashekar Biradar,1994-11-05,1,1,0,2014-12-21,20
531,26,49,9,3,KGID100531,Harish Patil,1995-10-16,1,7,0,2021-07-21,25
532,10,50,13,2,KGID100532,Siddaraju Deshpande,2004-05-01,1,7,0,2025-02-01,20
533,10,50,11,2,KGID100533,Harish Mudakavi,1998-02-16,1,7,0,2022-07-26,24
534,10,50,9,3,KGID100534,Ganesh Hiremath,1995-01-17,1,8,0,2021-10-18,26
535,10,50,10,2,KGID100535,Mallikarjuna Nayak,2001-03-03,1,8,0,2025-03-05,24
536,10,50,9,3,KGID100536,Bhagya Swamy,1995-02-17,2,5,0,2016-01-31,20
537,10,50,9,3,KGID100537,Ganesh Hiremath,1991-01-28,1,7,0,2012-04-02,21
538,10,50,9,3,KGID100538,Venkatesh Hegde,1996-10-08,1,7,0,2020-07-20,23
539,10,50,9,3,KGID100539,Shivakumar Kamath,1983-08-12,1,1,0,2009-05-27,25
540,12,51,8,4,KGID100540,Harish Reddy,1986-02-02,1,7,0,2012-09-05,26
541,12,51,13,2,KGID100541,Meenakshi Shetty,2004-09-04,2,3,0,2024-09-26,20
542,12,51,9,3,KGID100542,Vinay Sindhe,1995-05-11,1,7,0,2016-04-14,20
543,12,51,8,4,KGID100543,Kumar Kulkarni,1987-01-10,1,3,0,2008-03-12,21
544,12,51,11,11,KGID100544,Girish Halli,2002-01-03,1,5,0,2025-12-20,23
545,12,51,13,11,KGID100545,Raghavendra Hegde,1996-09-15,1,3,0,2022-06-04,25
546,12,51,13,2,KGID100546,Ratna Devadiga,2004-05-29,2,3,0,2025-12-26,21
547,12,51,8,4,KGID100547,Shankar Bhat,1989-01-31,1,3,0,2013-09-08,24
548,7,52,9,3,KGID100548,Raghavendra Bhat,1996-06-14,1,7,0,2016-07-06,20
549,7,52,8,4,KGID100549,Suresh Deshpande,1990-02-23,1,2,0,2013-10-16,23
550,7,52,9,3,KGID100550,Shankar Bhat,1986-03-20,1,7,0,2010-11-16,24
551,7,52,10,2,KGID100551,Vijaya Kumar Rao,1990-11-02,1,3,0,2011-03-07,20
552,7,52,11,2,KGID100552,Halappa Iyer,1995-08-27,1,7,0,2015-09-25,20
553,7,52,9,3,KGID100553,Jyothi Setty,1998-02-28,2,8,0,2025-01-19,26
554,15,53,9,3,KGID100554,Srinivas Swamy,1988-10-30,1,8,0,2009-01-28,20
555,15,53,13,2,KGID100555,Vinay Achar,2001-10-28,1,1,0,2024-04-10,22
556,15,53,9,3,KGID100556,Devendra Yadav,1994-11-14,1,7,0,2016-12-09,22
557,15,53,13,2,KGID100557,Roopa Nayak,1997-03-06,3,1,0,2018-05-17,21
558,15,53,13,11,KGID100558,Puneeth Kamath,2001-12-25,1,7,0,2023-10-09,21
559,18,54,9,3,KGID100559,Srinivas Nayak,1995-10-04,1,3,0,2020-09-12,24
560,18,54,11,11,KGID100560,Yashoda Hegde,1997-05-14,2,5,0,2023-02-21,25
561,18,54,8,4,KGID100561,Harish Angadi,1989-07-14,1,3,0,2015-12-18,26
562,18,54,13,11,KGID100562,Vani Naik,2001-05-10,2,7,0,2022-06-28,21
563,18,54,9,3,KGID100563,Chandrashekar Naik,1989-04-02,1,3,0,2013-07-23,24
564,18,54,10,2,KGID100564,Channabasappa Hiremath,1987-09-24,1,1,0,2011-09-17,23
565,18,54,10,2,KGID100565,Ramesh Iyer,1998-04-03,1,7,0,2018-10-24,20
566,18,54,13,2,KGID100566,Yashoda Chavan,2002-06-23,2,7,0,2024-01-28,21
567,18,54,13,11,KGID100567,Mallikarjuna Patil,1999-02-17,1,3,0,2022-12-21,23
568,21,55,9,3,KGID100568,Mallikarjuna Rao,1992-07-08,1,1,0,2017-01-16,24
569,21,55,9,3,KGID100569,Santosh Rao,1993-12-04,1,7,0,2015-07-03,21
570,21,55,10,2,KGID100570,Ravindra Poojary,1994-06-12,1,7,0,2020-02-17,25
571,21,55,13,11,KGID100571,Krishna Murthy Chavan,1998-12-28,1,5,0,2021-08-09,22
572,21,55,9,3,KGID100572,Manjula Reddy,1997-03-21,2,1,0,2020-03-04,22
573,27,56,8,4,KGID100573,Rajesh Biradar,1984-11-11,1,1,0,2009-01-25,24
574,27,56,9,3,KGID100574,Krishna Murthy Rao,1988-05-14,1,3,0,2009-07-22,21
575,27,56,13,11,KGID100575,Rekha Gowda,2000-09-09,2,7,0,2021-11-03,21
576,27,56,10,2,KGID100576,Raju Math,1993-10-23,1,3,0,2019-10-19,25
577,27,56,10,2,KGID100577,Ramesh Naidu,1994-06-18,1,7,0,2019-04-15,24
